header,title,titleUrl,description,time,products,details,activityControls,timestamp,date,query,is_edu_search
YouTube,Searched for internship for data analytics,https://www.youtube.com/results?search_query=internship+for+data+analytics,,2026-03-12T07:15:43.407Z,['YouTube'],,['YouTube search history'],2026-03-12 07:15:43.407000+00:00,2026-03-12,internship for data analytics,1
YouTube,Searched for discipline code how to be consistent,https://www.youtube.com/results?search_query=discipline+code+how+to+be+consistent,,2026-03-01T03:22:37.687Z,['YouTube'],,['YouTube search history'],2026-03-01 03:22:37.687000+00:00,2026-03-01,discipline code how to be consistent,0
YouTube,Searched for the brain area controls your willpower,https://www.youtube.com/results?search_query=the+brain+area+controls+your+willpower,,2026-03-01T03:21:28.890Z,['YouTube'],,['YouTube search history'],2026-03-01 03:21:28.890000+00:00,2026-03-01,the brain area controls your willpower,0
YouTube,Searched for how to break free from your old self,https://www.youtube.com/results?search_query=how+to+break+free+from+your+old+self,,2026-03-01T03:19:48.514Z,['YouTube'],,['YouTube search history'],2026-03-01 03:19:48.514000+00:00,2026-03-01,how to break free from your old self,0
YouTube,Searched for rich and poor mindset,https://www.youtube.com/results?search_query=rich+and+poor+mindset,,2026-03-01T03:18:34.240Z,['YouTube'],,['YouTube search history'],2026-03-01 03:18:34.240000+00:00,2026-03-01,rich and poor mindset,0
YouTube,Searched for you will never be stressed again,https://www.youtube.com/results?search_query=you+will+never+be+stressed+again,,2026-03-01T03:17:43.079Z,['YouTube'],,['YouTube search history'],2026-03-01 03:17:43.079000+00:00,2026-03-01,you will never be stressed again,0
YouTube,Searched for blood relation reasoning tricks,https://www.youtube.com/results?search_query=blood+relation+reasoning+tricks,,2026-02-28T15:28:27.689Z,['YouTube'],,['YouTube search history'],2026-02-28 15:28:27.689000+00:00,2026-02-28,blood relation reasoning tricks,0
YouTube,Searched for logical deduction reasoning,https://www.youtube.com/results?search_query=logical+deduction+reasoning,,2026-02-28T15:03:23.901Z,['YouTube'],,['YouTube search history'],2026-02-28 15:03:23.901000+00:00,2026-02-28,logical deduction reasoning,0
YouTube,Searched for logical deduction reasoning,https://www.youtube.com/results?search_query=logical+deduction+reasoning,,2026-02-28T14:10:49.569Z,['YouTube'],,['YouTube search history'],2026-02-28 14:10:49.569000+00:00,2026-02-28,logical deduction reasoning,0
YouTube,Searched for blood relation reasoning tricks,https://www.youtube.com/results?search_query=blood+relation+reasoning+tricks,,2026-02-28T13:34:55.063Z,['YouTube'],,['YouTube search history'],2026-02-28 13:34:55.063000+00:00,2026-02-28,blood relation reasoning tricks,0
YouTube,Searched for how to use principal component analysis for complex dataset,https://www.youtube.com/results?search_query=how+to+use+principal+component+analysis+for+complex+dataset,,2026-02-28T12:44:04.370Z,['YouTube'],,['YouTube search history'],2026-02-28 12:44:04.370000+00:00,2026-02-28,how to use principal component analysis for complex dataset,1
YouTube,Searched for how to use principal component analysis,https://www.youtube.com/results?search_query=how+to+use+principal+component+analysis,,2026-02-28T12:37:33.709Z,['YouTube'],,['YouTube search history'],2026-02-28 12:37:33.709000+00:00,2026-02-28,how to use principal component analysis,0
YouTube,Searched for blood relation reasoning tricks,https://www.youtube.com/results?search_query=blood+relation+reasoning+tricks,,2026-02-28T12:34:33.442Z,['YouTube'],,['YouTube search history'],2026-02-28 12:34:33.442000+00:00,2026-02-28,blood relation reasoning tricks,0
YouTube,Searched for devil fruit paragraph in one piece,https://www.youtube.com/results?search_query=devil+fruit+paragraph+in+one+piece,,2026-01-18T10:31:11.509Z,['YouTube'],,['YouTube search history'],2026-01-18 10:31:11.509000+00:00,2026-01-18,devil fruit paragraph in one piece,0
YouTube,Searched for devil fruit intro in one piece in japanese starting episode,https://www.youtube.com/results?search_query=devil+fruit+intro+in+one+piece+in+japanese+starting+episode,,2026-01-18T10:29:52.117Z,['YouTube'],,['YouTube search history'],2026-01-18 10:29:52.117000+00:00,2026-01-18,devil fruit intro in one piece in japanese starting episode,0
YouTube,Searched for devil fruit intro in one piece in japanese,https://www.youtube.com/results?search_query=devil+fruit+intro+in+one+piece+in+japanese,,2026-01-18T10:29:20.464Z,['YouTube'],,['YouTube search history'],2026-01-18 10:29:20.464000+00:00,2026-01-18,devil fruit intro in one piece in japanese,0
YouTube,Searched for devil fruit intro in one piece,https://www.youtube.com/results?search_query=devil+fruit+intro+in+one+piece,,2026-01-18T10:28:55.327Z,['YouTube'],,['YouTube search history'],2026-01-18 10:28:55.327000+00:00,2026-01-18,devil fruit intro in one piece,0
YouTube,Searched for Definition and Evolution of AI,https://www.youtube.com/results?search_query=Definition+and+Evolution+of+AI,,2026-01-17T08:38:35.485Z,['YouTube'],,['YouTube search history'],2026-01-17 08:38:35.485000+00:00,2026-01-17,Definition and Evolution of AI,0
YouTube,Searched for ai ml full course,https://www.youtube.com/results?search_query=ai+ml+full+course,,2026-01-14T18:59:58.825Z,['YouTube'],,['YouTube search history'],2026-01-14 18:59:58.825000+00:00,2026-01-14,ai ml full course,1
YouTube,Searched for how to make chest with resistance bands and where all does it pain,https://www.youtube.com/results?search_query=how+to+make+chest+with+resistance+bands+and+where+all+does+it+pain,,2026-01-13T06:57:29.143Z,['YouTube'],,['YouTube search history'],2026-01-13 06:57:29.143000+00:00,2026-01-13,how to make chest with resistance bands and where all does it pain,0
YouTube,Searched for how to make chest with resistance bands,https://www.youtube.com/results?search_query=how+to+make+chest+with+resistance+bands,,2026-01-13T06:46:08.313Z,['YouTube'],,['YouTube search history'],2026-01-13 06:46:08.313000+00:00,2026-01-13,how to make chest with resistance bands,0
YouTube,Searched for while presenting breath gets full,https://www.youtube.com/results?search_query=while+presenting+breath+gets+full,,2026-01-12T13:22:36.278Z,['YouTube'],,['YouTube search history'],2026-01-12 13:22:36.278000+00:00,2026-01-12,while presenting breath gets full,0
YouTube,Searched for jdbc architecture,https://www.youtube.com/results?search_query=jdbc+architecture,,2026-01-09T01:47:48.628Z,['YouTube'],,['YouTube search history'],2026-01-09 01:47:48.628000+00:00,2026-01-09,jdbc architecture,0
YouTube,Searched for jdbc architecture,https://www.youtube.com/results?search_query=jdbc+architecture,,2026-01-08T17:27:21.826Z,['YouTube'],,['YouTube search history'],2026-01-08 17:27:21.826000+00:00,2026-01-08,jdbc architecture,0
YouTube,Searched for the monarach within book,https://www.youtube.com/results?search_query=the+monarach+within+book,,2026-01-08T15:10:39.192Z,['YouTube'],,['YouTube search history'],2026-01-08 15:10:39.192000+00:00,2026-01-08,the monarach within book,0
YouTube,Searched for stephen and steve,https://www.youtube.com/results?search_query=stephen+and+steve,,2026-01-01T03:13:24.034Z,['YouTube'],,['YouTube search history'],2026-01-01 03:13:24.034000+00:00,2026-01-01,stephen and steve,0
YouTube,Searched for togeffet,https://www.youtube.com/results?search_query=togeffet,,2026-01-01T03:13:05.656Z,['YouTube'],,['YouTube search history'],2026-01-01 03:13:05.656000+00:00,2026-01-01,togeffet,0
YouTube,Searched for hitoshi kubota,https://www.youtube.com/results?search_query=hitoshi+kubota,,2026-01-01T03:12:09.546Z,['YouTube'],,['YouTube search history'],2026-01-01 03:12:09.546000+00:00,2026-01-01,hitoshi kubota,0
YouTube,Searched for sambon juku,https://www.youtube.com/results?search_query=sambon+juku,,2026-01-01T03:11:55.255Z,['YouTube'],,['YouTube search history'],2026-01-01 03:11:55.255000+00:00,2026-01-01,sambon juku,0
YouTube,Searched for kittybunnyhannah,https://www.youtube.com/results?search_query=kittybunnyhannah,,2026-01-01T03:06:50.201Z,['YouTube'],,['YouTube search history'],2026-01-01 03:06:50.201000+00:00,2026-01-01,kittybunnyhannah,0
YouTube,Searched for hannah,https://www.youtube.com/results?search_query=hannah,,2026-01-01T03:06:27.390Z,['YouTube'],,['YouTube search history'],2026-01-01 03:06:27.390000+00:00,2026-01-01,hannah,0
YouTube,Searched for nihongonomori,https://www.youtube.com/results?search_query=nihongonomori,,2026-01-01T03:06:08.871Z,['YouTube'],,['YouTube search history'],2026-01-01 03:06:08.871000+00:00,2026-01-01,nihongonomori,0
YouTube,Searched for learn japanese with tanaka san,https://www.youtube.com/results?search_query=learn+japanese+with+tanaka+san,,2026-01-01T03:05:41.406Z,['YouTube'],,['YouTube search history'],2026-01-01 03:05:41.406000+00:00,2026-01-01,learn japanese with tanaka san,1
YouTube,Searched for miku real japanese,https://www.youtube.com/results?search_query=miku+real+japanese,,2026-01-01T03:05:22.514Z,['YouTube'],,['YouTube search history'],2026-01-01 03:05:22.514000+00:00,2026-01-01,miku real japanese,0
YouTube,Watched Triple Zero 16x9 B,https://www.youtube.com/watch?v=bzfi1OsQSwA,Watched at 15:25,2025-12-14T09:55:57.103Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-12-14 09:55:57.103000+00:00,2025-12-14,Watched Triple Zero 16x9 B,0
YouTube,Watched Get ahead with your UPSC CSE Preparation with India's Top Educators at Unacademy!,https://www.youtube.com/watch?v=Sn6wIYBUND8,Watched at 15:25,2025-12-14T09:55:21.809Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-12-14 09:55:21.809000+00:00,2025-12-14,Watched Get ahead with your UPSC CSE Preparation with India's Top Educators at Unacademy!,1
YouTube,Watched FORAM_10s_Nov,https://www.youtube.com/watch?v=FOHQ2gN3Ws4,Watched at 15:15,2025-12-14T09:45:07.296Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-12-14 09:45:07.296000+00:00,2025-12-14,Watched FORAM_10s_Nov,0
YouTube,Watched Domino's Pizza - Food Delivery,https://www.youtube.com/watch?v=1-9-gYkl_aU,Watched at 15:09,2025-12-14T09:39:48.169Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-12-14 09:39:48.169000+00:00,2025-12-14,Watched Domino's Pizza - Food Delivery,0
YouTube,Watched Domino's Pizza - Food Delivery,https://www.youtube.com/watch?v=_i4Wk8eSfKo,Watched at 15:09,2025-12-14T09:39:42.649Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-12-14 09:39:42.649000+00:00,2025-12-14,Watched Domino's Pizza - Food Delivery,0
YouTube,Searched for disk scheduling algorithm,https://www.youtube.com/results?search_query=disk+scheduling+algorithm,,2025-11-22T14:15:16.777Z,['YouTube'],,['YouTube search history'],2025-11-22 14:15:16.777000+00:00,2025-11-22,disk scheduling algorithm,0
YouTube,Searched for jdbc in java xampp,https://www.youtube.com/results?search_query=jdbc+in+java+xampp,,2025-11-15T02:03:41.974Z,['YouTube'],,['YouTube search history'],2025-11-15 02:03:41.974000+00:00,2025-11-15,jdbc in java xampp,0
YouTube,Searched for jdbc in java,https://www.youtube.com/results?search_query=jdbc+in+java,,2025-11-15T02:03:20.060Z,['YouTube'],,['YouTube search history'],2025-11-15 02:03:20.060000+00:00,2025-11-15,jdbc in java,0
YouTube,Searched for contiguous memory allocation in operating system,https://www.youtube.com/results?search_query=contiguous+memory+allocation+in+operating+system,,2025-11-08T17:43:35.251Z,['YouTube'],,['YouTube search history'],2025-11-08 17:43:35.251000+00:00,2025-11-08,contiguous memory allocation in operating system,0
YouTube,Searched for uni programming operating system,https://www.youtube.com/results?search_query=uni+programming+operating+system,,2025-11-08T16:52:36.323Z,['YouTube'],,['YouTube search history'],2025-11-08 16:52:36.323000+00:00,2025-11-08,uni programming operating system,0
YouTube,Searched for memory management in operating system,https://www.youtube.com/results?search_query=memory+management+in+operating+system,,2025-11-08T16:32:45.295Z,['YouTube'],,['YouTube search history'],2025-11-08 16:32:45.295000+00:00,2025-11-08,memory management in operating system,0
YouTube,Searched for memory management in operating system,https://www.youtube.com/results?search_query=memory+management+in+operating+system,,2025-11-08T12:29:03.882Z,['YouTube'],,['YouTube search history'],2025-11-08 12:29:03.882000+00:00,2025-11-08,memory management in operating system,0
YouTube,Searched for applet life cycle in java,https://www.youtube.com/results?search_query=applet+life+cycle+in+java,,2025-10-31T13:20:54.170Z,['YouTube'],,['YouTube search history'],2025-10-31 13:20:54.170000+00:00,2025-10-31,applet life cycle in java,0
YouTube,Searched for types of os,https://www.youtube.com/results?search_query=types+of+os,,2025-10-28T19:03:25.927Z,['YouTube'],,['YouTube search history'],2025-10-28 19:03:25.927000+00:00,2025-10-28,types of os,0
YouTube,Searched for ipc in os,https://www.youtube.com/results?search_query=ipc+in+os,,2025-10-28T13:26:14.253Z,['YouTube'],,['YouTube search history'],2025-10-28 13:26:14.253000+00:00,2025-10-28,ipc in os,0
YouTube,Searched for data structure theory,https://www.youtube.com/results?search_query=data+structure+theory,,2025-10-27T12:17:03.363Z,['YouTube'],,['YouTube search history'],2025-10-27 12:17:03.363000+00:00,2025-10-27,data structure theory,1
YouTube,Searched for data structure,https://www.youtube.com/results?search_query=data+structure,,2025-10-27T12:16:34.135Z,['YouTube'],,['YouTube search history'],2025-10-27 12:16:34.135000+00:00,2025-10-27,data structure,1
YouTube,Searched for how to give icat exam,https://www.youtube.com/results?search_query=how+to+give+icat+exam,,2025-10-19T06:13:34.887Z,['YouTube'],,['YouTube search history'],2025-10-19 06:13:34.887000+00:00,2025-10-19,how to give icat exam,1
YouTube,Searched for how to do web scrapping project,https://www.youtube.com/results?search_query=how+to+do+web+scrapping+project,,2025-10-18T06:04:11.508Z,['YouTube'],,['YouTube search history'],2025-10-18 06:04:11.508000+00:00,2025-10-18,how to do web scrapping project,0
YouTube,Searched for projects to make as data analytics and learn ,https://www.youtube.com/results?search_query=projects+to+make+as+data+analytics+and+learn+,,2025-10-18T06:01:53.094Z,['YouTube'],,['YouTube search history'],2025-10-18 06:01:53.094000+00:00,2025-10-18,projects to make as data analytics and learn ,1
YouTube,Searched for how to make personality,https://www.youtube.com/results?search_query=how+to+make+personality,,2025-10-18T05:50:18.018Z,['YouTube'],,['YouTube search history'],2025-10-18 05:50:18.018000+00:00,2025-10-18,how to make personality,0
YouTube,Searched for the bi man,https://www.youtube.com/results?search_query=the+bi+man,,2025-10-07T14:26:13.453Z,['YouTube'],,['YouTube search history'],2025-10-07 14:26:13.453000+00:00,2025-10-07,the bi man,0
YouTube,Searched for single linked list in data structure,https://www.youtube.com/results?search_query=single+linked+list+in+data+structure,,2025-10-04T16:07:35.868Z,['YouTube'],,['YouTube search history'],2025-10-04 16:07:35.868000+00:00,2025-10-04,single linked list in data structure,1
YouTube,Searched for dmat,https://www.youtube.com/results?search_query=dmat,,2025-10-04T08:17:29.225Z,['YouTube'],,['YouTube search history'],2025-10-04 08:17:29.225000+00:00,2025-10-04,dmat,0
YouTube,Searched for how to do data analysis using public api ,https://www.youtube.com/results?search_query=how+to+do+data+analysis+using+public+api+,,2025-10-02T02:55:18.227Z,['YouTube'],,['YouTube search history'],2025-10-02 02:55:18.227000+00:00,2025-10-02,how to do data analysis using public api ,1
YouTube,Searched for virtual machine concept in os,https://www.youtube.com/results?search_query=virtual+machine+concept+in+os,,2025-09-27T06:12:18.293Z,['YouTube'],,['YouTube search history'],2025-09-27 06:12:18.293000+00:00,2025-09-27,virtual machine concept in os,0
YouTube,Searched for virtual machine,https://www.youtube.com/results?search_query=virtual+machine,,2025-09-27T05:59:34.379Z,['YouTube'],,['YouTube search history'],2025-09-27 05:59:34.379000+00:00,2025-09-27,virtual machine,0
YouTube,Searched for sherif,https://www.youtube.com/results?search_query=sherif,,2025-09-26T09:21:38.031Z,['YouTube'],,['YouTube search history'],2025-09-26 09:21:38.031000+00:00,2025-09-26,sherif,0
YouTube,Searched for guts,https://www.youtube.com/results?search_query=guts,,2025-09-26T09:21:11.773Z,['YouTube'],,['YouTube search history'],2025-09-26 09:21:11.773000+00:00,2025-09-26,guts,0
YouTube,Searched for how to improve my seminar presentation,https://www.youtube.com/results?search_query=how+to+improve+my+seminar+presentation,,2025-09-25T14:36:49.324Z,['YouTube'],,['YouTube search history'],2025-09-25 14:36:49.324000+00:00,2025-09-25,how to improve my seminar presentation,0
YouTube,Searched for how to speak like a man,https://www.youtube.com/results?search_query=how+to+speak+like+a+man,,2025-09-25T14:25:12.614Z,['YouTube'],,['YouTube search history'],2025-09-25 14:25:12.614000+00:00,2025-09-25,how to speak like a man,0
YouTube,Searched for explain singly linked list program with all operations in data structure in c,https://www.youtube.com/results?search_query=explain+singly+linked+list+program+with+all+operations+in+data+structure+in+c,,2025-09-25T01:20:46.659Z,['YouTube'],,['YouTube search history'],2025-09-25 01:20:46.659000+00:00,2025-09-25,explain singly linked list program with all operations in data structure in c,1
YouTube,Searched for explain singly linked list prorgram with all operations in data structure in c,https://www.youtube.com/results?search_query=explain+singly+linked+list+prorgram+with+all+operations+in+data+structure+in+c,,2025-09-25T01:19:38.572Z,['YouTube'],,['YouTube search history'],2025-09-25 01:19:38.572000+00:00,2025-09-25,explain singly linked list prorgram with all operations in data structure in c,1
YouTube,Searched for explain singly linked list prorgram in data structure in c,https://www.youtube.com/results?search_query=explain+singly+linked+list+prorgram+in+data+structure+in+c,,2025-09-25T01:18:26.579Z,['YouTube'],,['YouTube search history'],2025-09-25 01:18:26.579000+00:00,2025-09-25,explain singly linked list prorgram in data structure in c,1
YouTube,Searched for explain singly linked list in data structure in c,https://www.youtube.com/results?search_query=explain+singly+linked+list+in+data+structure+in+c,,2025-09-25T01:17:07.295Z,['YouTube'],,['YouTube search history'],2025-09-25 01:17:07.295000+00:00,2025-09-25,explain singly linked list in data structure in c,1
YouTube,Searched for how to text like a man,https://www.youtube.com/results?search_query=how+to+text+like+a+man,,2025-09-21T16:41:41.835Z,['YouTube'],,['YouTube search history'],2025-09-21 16:41:41.835000+00:00,2025-09-21,how to text like a man,0
YouTube,Searched for how to download cursor,https://www.youtube.com/results?search_query=how+to+download+cursor,,2025-09-20T14:02:39.247Z,['YouTube'],,['YouTube search history'],2025-09-20 14:02:39.247000+00:00,2025-09-20,how to download cursor,0
YouTube,Searched for how to work with cursor ai,https://www.youtube.com/results?search_query=how+to+work+with+cursor+ai,,2025-09-20T14:01:44.783Z,['YouTube'],,['YouTube search history'],2025-09-20 14:01:44.783000+00:00,2025-09-20,how to work with cursor ai,0
YouTube,Searched for why does poco c31 screens get off after double tap,https://www.youtube.com/results?search_query=why+does+poco+c31+screens+get+off+after+double+tap,,2025-09-20T12:35:10.848Z,['YouTube'],,['YouTube search history'],2025-09-20 12:35:10.848000+00:00,2025-09-20,why does poco c31 screens get off after double tap,0
YouTube,Searched for free fire sensitivity for poco c31,https://www.youtube.com/results?search_query=free+fire+sensitivity+for+poco+c31,,2025-09-20T04:44:40.107Z,['YouTube'],,['YouTube search history'],2025-09-20 04:44:40.107000+00:00,2025-09-20,free fire sensitivity for poco c31,0
YouTube,Searched for free fire sensitivity,https://www.youtube.com/results?search_query=free+fire+sensitivity,,2025-09-20T04:44:31.568Z,['YouTube'],,['YouTube search history'],2025-09-20 04:44:31.568000+00:00,2025-09-20,free fire sensitivity,0
YouTube,Searched for free fire setting 2 finger,https://www.youtube.com/results?search_query=free+fire+setting+2+finger,,2025-09-20T04:44:20.199Z,['YouTube'],,['YouTube search history'],2025-09-20 04:44:20.199000+00:00,2025-09-20,free fire setting 2 finger,0
YouTube,Searched for how to control your talking speed,https://www.youtube.com/results?search_query=how+to+control+your+talking+speed,,2025-09-20T02:18:51.971Z,['YouTube'],,['YouTube search history'],2025-09-20 02:18:51.971000+00:00,2025-09-20,how to control your talking speed,0
YouTube,Searched for osi layers,https://www.youtube.com/results?search_query=osi+layers,,2025-09-02T16:02:24.070Z,['YouTube'],,['YouTube search history'],2025-09-02 16:02:24.070000+00:00,2025-09-02,osi layers,0
YouTube,Searched for how to improve problem solving skills,https://www.youtube.com/results?search_query=how+to+improve+problem+solving+skills,,2025-08-31T12:43:36.960Z,['YouTube'],,['YouTube search history'],2025-08-31 12:43:36.960000+00:00,2025-08-31,how to improve problem solving skills,0
YouTube,Searched for offline internships,https://www.youtube.com/results?search_query=offline+internships,,2025-08-31T12:30:08.847Z,['YouTube'],,['YouTube search history'],2025-08-31 12:30:08.847000+00:00,2025-08-31,offline internships,0
YouTube,Searched for permutations and combinations,https://www.youtube.com/results?search_query=permutations+and+combinations,,2025-08-17T05:50:18.352Z,['YouTube'],,['YouTube search history'],2025-08-17 05:50:18.352000+00:00,2025-08-17,permutations and combinations,0
YouTube,Searched for discovery of indus valley civilization,https://www.youtube.com/results?search_query=discovery+of+indus+valley+civilization,,2025-08-13T11:06:29.167Z,['YouTube'],,['YouTube search history'],2025-08-13 11:06:29.167000+00:00,2025-08-13,discovery of indus valley civilization,0
YouTube,Searched for black hole theorys,https://www.youtube.com/results?search_query=black+hole+theorys,,2025-08-13T11:01:46.333Z,['YouTube'],,['YouTube search history'],2025-08-13 11:01:46.333000+00:00,2025-08-13,black hole theorys,0
YouTube,Searched for cgl got postponed?,https://www.youtube.com/results?search_query=cgl+got+postponed%3F,,2025-08-13T11:00:54.468Z,['YouTube'],,['YouTube search history'],2025-08-13 11:00:54.468000+00:00,2025-08-13,cgl got postponed?,0
YouTube,Watched Love Them Like Family. Feed Them Like Dogs | PEDIGREE® (English),https://www.youtube.com/watch?v=ziE4KlMctCA,Watched at 19:48,2025-08-06T14:18:06.720Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-08-06 14:18:06.720000+00:00,2025-08-06,Watched Love Them Like Family. Feed Them Like Dogs | PEDIGREE® (English),0
YouTube,Watched Double your Success with AlmaBetter | Soumya Jain | AlmaBetter |,https://www.youtube.com/watch?v=ojtkf3kwWsk,Watched at 19:12,2025-08-06T13:42:14.777Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-08-06 13:42:14.777000+00:00,2025-08-06,Watched Double your Success with AlmaBetter | Soumya Jain | AlmaBetter |,0
YouTube,Searched for ssc cgl,https://www.youtube.com/results?search_query=ssc+cgl,,2025-08-05T08:18:48.813Z,['YouTube'],,['YouTube search history'],2025-08-05 08:18:48.813000+00:00,2025-08-05,ssc cgl,0
YouTube,Searched for mahanati season 2 today episode,https://www.youtube.com/results?search_query=mahanati+season+2+today+episode,,2025-08-03T15:20:48.557Z,['YouTube'],,['YouTube search history'],2025-08-03 15:20:48.557000+00:00,2025-08-03,mahanati season 2 today episode,0
YouTube,Searched for mahanati season 2,https://www.youtube.com/results?search_query=mahanati+season+2,,2025-08-03T15:20:40.257Z,['YouTube'],,['YouTube search history'],2025-08-03 15:20:40.257000+00:00,2025-08-03,mahanati season 2,0
YouTube,Searched for angle sum property of a triangle class 9 cbse,https://www.youtube.com/results?search_query=angle+sum+property+of+a+triangle+class+9+cbse,,2025-08-03T13:30:29.744Z,['YouTube'],,['YouTube search history'],2025-08-03 13:30:29.744000+00:00,2025-08-03,angle sum property of a triangle class 9 cbse,1
YouTube,Searched for angle sum property of a triangle class 9,https://www.youtube.com/results?search_query=angle+sum+property+of+a+triangle+class+9,,2025-08-03T13:30:22.193Z,['YouTube'],,['YouTube search history'],2025-08-03 13:30:22.193000+00:00,2025-08-03,angle sum property of a triangle class 9,1
YouTube,Searched for cognifyz internship,https://www.youtube.com/results?search_query=cognifyz+internship,,2025-08-01T13:49:53.627Z,['YouTube'],,['YouTube search history'],2025-08-01 13:49:53.627000+00:00,2025-08-01,cognifyz internship,0
YouTube,Searched for how to solve pipe and cistern problems,https://www.youtube.com/results?search_query=how+to+solve+pipe+and+cistern+problems,,2025-07-31T06:33:25.245Z,['YouTube'],,['YouTube search history'],2025-07-31 06:33:25.245000+00:00,2025-07-31,how to solve pipe and cistern problems,0
YouTube,Watched Learn Python from Scratch   Retargeting 16x9,https://www.youtube.com/watch?v=Cu58yX-Oogg,Watched at 11:34,2025-07-31T06:04:00.292Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-07-31 06:04:00.292000+00:00,2025-07-31,Watched Learn Python from Scratch   Retargeting 16x9,1
YouTube,"Searched for what is agentic ai, how does it work , how to learn it","https://www.youtube.com/results?search_query=what+is+agentic+ai,+how+does+it+work+,+how+to+learn+it",,2025-07-30T03:08:25.835Z,['YouTube'],,['YouTube search history'],2025-07-30 03:08:25.835000+00:00,2025-07-30,"what is agentic ai, how does it work , how to learn it",1
